resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Supplies,Grades PreK-2,highest poverty,MA,2012-04-10,25.0
Supplies,Grades PreK-2,highest poverty,IL,2011-12-01,50.0
Supplies,Grades 6-8,highest poverty,TN,2011-04-03,25.0
Technology,Grades 6-8,moderate poverty,PA,2012-12-14,490.52
Technology,Grades 9-12,highest poverty,NY,2010-05-19,5.0
Supplies,Grades 3-5,high poverty,TX,2009-09-04,500.49
Technology,Grades 9-12,high poverty,SC,2012-09-22,1.0
Books,Grades 9-12,low poverty,LA,2011-12-11,275.72
Supplies,Grades 3-5,highest poverty,IL,2013-08-17,50.0
Supplies,Grades 3-5,highest poverty,CA,2009-08-16,10.0
Technology,Grades 9-12,high poverty,CA,2012-10-14,333.34
Technology,Grades 3-5,highest poverty,IL,2010-09-02,15.0
Books,Grades 3-5,high poverty,CA,2011-12-29,50.0
Supplies,Grades 3-5,highest poverty,CA,2010-10-06,170.75
Technology,Grades 9-12,high poverty,FL,2011-04-03,25.0
Technology,Grades 3-5,moderate poverty,FL,2011-04-11,40.0
Supplies,Grades PreK-2,high poverty,CA,2013-02-10,100.0
Supplies,Grades PreK-2,highest poverty,ME,2012-12-31,50.0
Books,Grades 3-5,highest poverty,MO,2011-07-22,25.0
Technology,Grades PreK-2,highest poverty,CA,2012-02-02,25.0
Supplies,Grades PreK-2,high poverty,CA,2011-12-11,10.0
Technology,Grades 6-8,high poverty,FL,2011-08-22,20.0
Technology,Grades 3-5,highest poverty,NY,2010-10-14,15.0
Books,Grades 9-12,highest poverty,CA,2011-08-31,10.0
Books,Grades 3-5,high poverty,CA,2009-10-23,118.0
Supplies,Grades PreK-2,highest poverty,IL,2013-01-14,964.07
Supplies,Grades 6-8,highest poverty,FL,2013-10-15,25.0
Supplies,Grades 3-5,high poverty,IN,2010-03-27,25.0
Technology,Grades PreK-2,low poverty,CA,2012-01-29,20.0
Technology,Grades 3-5,highest poverty,MS,2007-05-14,104.0
Supplies,Grades 9-12,highest poverty,MA,2013-08-16,154.07
Other,Grades PreK-2,moderate poverty,SC,2013-11-18,50.0
Supplies,Grades 3-5,high poverty,MO,2013-08-28,20.0
Other,Grades 6-8,highest poverty,CA,2013-09-22,5.0
Technology,Grades 3-5,highest poverty,FL,2013-07-23,25.0
Supplies,Grades 6-8,highest poverty,PA,2013-08-10,10.0
Supplies,Grades PreK-2,highest poverty,WI,2010-02-07,15.09
Books,Grades 3-5,high poverty,NC,2010-11-14,3.0
Technology,Grades 6-8,moderate poverty,NC,2012-12-13,50.0
Books,Grades 3-5,moderate poverty,VT,2012-06-03,100.0
Technology,Grades 3-5,low poverty,GA,2013-11-18,20.0
Supplies,Grades PreK-2,highest poverty,CA,2011-11-13,10.0
Supplies,Grades PreK-2,highest poverty,NY,2009-12-24,50.28
Books,Grades 3-5,highest poverty,MO,2013-05-11,50.0
Books,Grades 3-5,highest poverty,CA,2011-08-14,100.0
Supplies,Grades 9-12,highest poverty,CA,2010-09-14,63.13
Technology,Grades 3-5,high poverty,MN,2012-10-10,20.0
Books,Grades PreK-2,highest poverty,GA,2007-11-12,367.65
Supplies,Grades 9-12,highest poverty,FL,2012-05-10,930.52
Technology,Grades 6-8,moderate poverty,WA,2011-10-01,10.0
Technology,Grades 3-5,moderate poverty,FL,2011-03-29,10.0
Technology,Grades 6-8,high poverty,WA,2011-10-02,30.0
Books,Grades PreK-2,highest poverty,OH,2013-01-29,4.64
Technology,Grades 3-5,high poverty,TX,2010-09-03,5.0
Technology,Grades 3-5,moderate poverty,VA,2013-09-27,5.0
Supplies,Grades PreK-2,highest poverty,TX,2013-09-28,50.0
Supplies,Grades 6-8,moderate poverty,CA,2013-09-02,50.0
Supplies,Grades 9-12,high poverty,FL,2011-02-06,2.65
Supplies,Grades PreK-2,high poverty,CA,2013-04-03,10.0
Other,Grades PreK-2,moderate poverty,FL,2011-11-14,25.0
Supplies,Grades 3-5,high poverty,CA,2012-01-20,15.0
Books,Grades 3-5,highest poverty,NY,2004-02-10,688.0
Books,Grades 6-8,high poverty,PA,2013-02-11,50.0
Supplies,Grades PreK-2,high poverty,MA,2010-05-14,50.0
Books,Grades 3-5,highest poverty,CA,2012-02-01,50.0
Supplies,Grades 3-5,high poverty,IN,2013-01-21,100.0
Technology,Grades 9-12,high poverty,CA,2012-01-29,15.0
Books,Grades 9-12,high poverty,OR,2010-12-01,50.0
Technology,Grades PreK-2,highest poverty,CA,2011-12-08,15.0
Technology,Grades PreK-2,highest poverty,SC,2012-02-19,25.0
Supplies,Grades 9-12,highest poverty,NY,2009-01-06,25.0
Supplies,Grades PreK-2,highest poverty,IN,2008-10-08,397.35
Supplies,Grades 3-5,highest poverty,NY,2013-11-18,1.0
Supplies,Grades PreK-2,highest poverty,NY,2012-07-14,235.25
Technology,Grades 9-12,high poverty,CT,2009-10-07,762.33
Books,Grades 6-8,moderate poverty,UT,2010-12-04,15.0
Supplies,Grades PreK-2,high poverty,KS,2013-12-05,25.0
Books,Grades PreK-2,highest poverty,TN,2013-09-21,25.0
Technology,Grades 6-8,highest poverty,NY,2002-10-28,150.0
Supplies,Grades PreK-2,high poverty,PA,2008-03-30,30.0
Books,Grades 3-5,highest poverty,NY,2010-10-11,15.0
Technology,Grades PreK-2,moderate poverty,TN,2011-03-20,25.0
Supplies,Grades 3-5,highest poverty,CA,2013-06-02,200.0
Technology,Grades 9-12,high poverty,MO,2011-02-21,78.49
Supplies,Grades 3-5,highest poverty,TX,2012-08-29,10.0
Technology,Grades 6-8,highest poverty,NY,2011-11-10,26.0
Technology,Grades 3-5,highest poverty,DC,2013-11-19,20.0
Supplies,Grades PreK-2,highest poverty,NY,2010-10-10,93.69
Technology,Grades 9-12,high poverty,CA,2011-08-17,15.0
Books,Grades 6-8,moderate poverty,CA,2013-09-05,224.02
Technology,Grades 9-12,highest poverty,NY,2013-11-06,50.0
Technology,Grades PreK-2,high poverty,NC,2013-06-08,18.0
Supplies,Grades 9-12,high poverty,CA,2012-01-08,10.0
Technology,Grades PreK-2,moderate poverty,IN,2010-12-06,30.0
Supplies,Grades PreK-2,high poverty,AZ,2012-09-21,50.0
Technology,Grades 3-5,moderate poverty,NV,2010-11-09,100.29
Supplies,Grades 9-12,highest poverty,MO,2010-10-27,6.66
Supplies,Grades PreK-2,moderate poverty,MI,2013-09-11,5.0
Technology,Grades 9-12,highest poverty,SD,2010-09-23,5.0
Technology,Grades 3-5,highest poverty,GA,2011-01-09,29.84
Other,Grades 6-8,high poverty,CA,2011-12-02,25.0
Other,Grades PreK-2,highest poverty,TX,2012-10-14,15.0
Supplies,Grades PreK-2,highest poverty,IL,2005-03-24,127.31
Supplies,Grades PreK-2,highest poverty,NJ,2010-04-12,50.0
Other,Grades 9-12,highest poverty,KY,2013-05-25,37.7
Other,Grades PreK-2,highest poverty,WA,2013-08-10,10.0
Technology,Grades PreK-2,highest poverty,CA,2010-03-04,100.0
Books,Grades PreK-2,moderate poverty,IL,2013-01-23,50.0
Books,Grades PreK-2,low poverty,MA,2012-12-12,50.0
Supplies,Grades 3-5,highest poverty,GA,2013-05-19,435.24
Supplies,Grades PreK-2,high poverty,CA,2013-03-05,1.0
Books,Grades 6-8,highest poverty,KY,2012-08-21,5.0
Technology,Grades 3-5,highest poverty,MD,2011-11-16,25.0
Technology,Grades 6-8,highest poverty,CA,2010-12-20,35.0
Supplies,Grades PreK-2,highest poverty,MD,2011-10-31,50.0
Technology,Grades PreK-2,moderate poverty,CA,2012-02-02,50.0
Supplies,Grades 3-5,high poverty,NY,2013-05-12,25.0
Supplies,Grades PreK-2,high poverty,VA,2010-08-13,317.79
Books,Grades 9-12,highest poverty,MO,2013-08-16,25.0
Books,Grades 9-12,highest poverty,CA,2013-03-17,20.0
Other,Grades PreK-2,highest poverty,PA,2012-09-29,25.0
Supplies,Grades 3-5,high poverty,CA,2012-01-28,15.0
Technology,Grades 9-12,high poverty,MO,2011-08-24,25.0
Trips,Grades 9-12,highest poverty,NY,2012-12-27,50.0
Technology,Grades 3-5,moderate poverty,TN,2011-04-03,25.0
Books,Grades 3-5,high poverty,UT,2009-01-09,15.0
Books,Grades PreK-2,highest poverty,GA,2008-02-25,35.0
Supplies,Grades 9-12,high poverty,PA,2008-01-22,200.0
Books,Grades 3-5,highest poverty,AL,2006-07-23,200.0
Technology,Grades 3-5,highest poverty,PA,2011-03-03,25.0
Technology,Grades 3-5,moderate poverty,CA,2010-12-13,25.0
Supplies,Grades PreK-2,moderate poverty,NJ,2010-05-04,5.0
Supplies,Grades PreK-2,moderate poverty,WA,2011-09-27,25.0
Technology,Grades 3-5,moderate poverty,NH,2011-02-25,15.0
Other,Grades PreK-2,highest poverty,MD,2012-01-05,50.0
Books,Grades PreK-2,high poverty,TX,2008-01-14,24.0
Supplies,Grades PreK-2,highest poverty,DC,2010-09-22,10.0
Supplies,Grades 3-5,highest poverty,TX,2013-09-28,2.0
Books,Grades PreK-2,highest poverty,VA,2010-10-26,3.0
Books,Grades 6-8,highest poverty,LA,2012-10-01,20.0
Supplies,Grades 9-12,high poverty,MO,2011-08-13,50.0
Technology,Grades PreK-2,high poverty,OH,2012-10-11,20.0
Technology,Grades 9-12,high poverty,CA,2012-02-26,25.0
Technology,Grades 3-5,highest poverty,NC,2009-01-09,25.0
Supplies,Grades 6-8,highest poverty,IL,2012-11-25,35.0
Books,Grades 9-12,high poverty,WA,2013-08-31,50.0
Books,Grades 9-12,high poverty,AZ,2008-08-18,25.0
Books,Grades PreK-2,highest poverty,NY,2010-12-09,96.0
Other,Grades PreK-2,high poverty,FL,2011-03-30,15.0
Supplies,Grades 3-5,highest poverty,MI,2012-09-01,25.0
Supplies,Grades PreK-2,highest poverty,NC,2013-10-18,1.0
Technology,Grades PreK-2,moderate poverty,TX,2010-10-30,20.0
Supplies,Grades 9-12,highest poverty,KY,2009-10-31,51.0
Books,Grades PreK-2,highest poverty,NC,2008-12-14,269.41
Books,Grades 6-8,highest poverty,IL,2006-09-07,25.0
Technology,Grades PreK-2,high poverty,CA,2012-11-16,100.0
Technology,Grades PreK-2,moderate poverty,MI,2010-12-09,15.0
Books,Grades 3-5,moderate poverty,NC,2012-03-18,10.0
Supplies,Grades 3-5,highest poverty,MI,2013-10-12,20.0
Technology,Grades PreK-2,highest poverty,NJ,2012-09-22,75.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-26,15.0
Technology,Grades 6-8,moderate poverty,CO,2010-10-10,150.0
Supplies,Grades 9-12,highest poverty,MS,2010-01-22,250.0
Other,Grades PreK-2,highest poverty,NC,2012-11-25,16.0
Technology,Grades PreK-2,highest poverty,NY,2013-10-19,40.0
Supplies,Grades 9-12,highest poverty,CA,2012-05-31,10.0
Books,Grades 3-5,highest poverty,NY,2010-09-11,15.0
Books,Grades 6-8,highest poverty,NY,2013-05-25,241.64
Supplies,Grades 6-8,highest poverty,CA,2012-01-17,15.0
Supplies,Grades 6-8,high poverty,NV,2011-10-29,139.87
Technology,Grades 3-5,high poverty,CA,2009-06-06,11.59
Technology,Grades 6-8,high poverty,CA,2012-01-14,15.0
Books,Grades PreK-2,highest poverty,MN,2011-09-06,50.0
Books,Grades 3-5,moderate poverty,TN,2011-03-20,25.0
Supplies,Grades PreK-2,moderate poverty,FL,2013-10-22,10.0
Supplies,Grades PreK-2,high poverty,GA,2011-10-28,25.0
Books,Grades 6-8,highest poverty,NC,2010-10-14,3.0
Supplies,Grades 6-8,highest poverty,CA,2013-11-15,60.0
Supplies,Grades PreK-2,high poverty,WA,2010-10-14,50.0
Technology,Grades 3-5,moderate poverty,UT,2010-11-07,27.0
Books,Grades PreK-2,highest poverty,MD,2011-05-22,31.09
Technology,Grades PreK-2,high poverty,TN,2011-03-31,25.0
Supplies,Grades 9-12,highest poverty,CA,2013-08-04,20.0
Technology,Grades PreK-2,highest poverty,AL,2013-09-01,5.0
Books,Grades PreK-2,highest poverty,TN,2010-11-03,76.82
Supplies,Grades 3-5,moderate poverty,CA,2012-03-07,25.0
Supplies,Grades 6-8,highest poverty,CO,2013-02-10,2.0
Technology,Grades 6-8,highest poverty,IL,2011-01-17,25.0
Trips,Grades 3-5,highest poverty,NY,2008-10-09,100.0
Books,Grades 3-5,highest poverty,TX,2010-03-14,277.59
Technology,Grades PreK-2,high poverty,TN,2011-03-26,25.0
Books,Grades PreK-2,moderate poverty,FL,2013-06-26,25.0
Technology,Grades 9-12,high poverty,CA,2012-03-27,315.32
Other,Grades 6-8,highest poverty,CA,2010-01-30,344.04
Supplies,Grades PreK-2,highest poverty,NY,2008-08-25,25.0
Books,Grades PreK-2,high poverty,FL,2009-02-09,131.0
Books,Grades 6-8,highest poverty,WA,2011-10-01,5.0
Supplies,Grades PreK-2,highest poverty,OH,2012-04-27,5.0
Books,Grades 6-8,highest poverty,CA,2011-12-01,5.0
Books,Grades 6-8,highest poverty,NY,2011-10-14,10.0
Technology,Grades 9-12,highest poverty,WA,2010-12-17,17.52
Books,Grades 3-5,moderate poverty,PA,2010-07-16,5.0
Books,Grades PreK-2,high poverty,NC,2006-12-10,15.0
Supplies,Grades PreK-2,highest poverty,WA,2011-09-26,10.0
Technology,Grades PreK-2,moderate poverty,WA,2012-09-23,20.0
Books,Grades PreK-2,low poverty,MI,2008-12-14,25.0
Technology,Grades 3-5,highest poverty,MO,2012-12-24,247.07
Supplies,Grades 6-8,high poverty,CA,2012-01-29,15.0
Technology,Grades 3-5,moderate poverty,NC,2009-11-25,50.0
Supplies,Grades PreK-2,highest poverty,TX,2013-11-08,25.0
Technology,Grades 3-5,high poverty,CA,2012-01-30,15.0
Books,Grades 6-8,highest poverty,PA,2013-05-12,20.0
Technology,Grades 6-8,highest poverty,AZ,2011-03-06,73.07
Supplies,Grades PreK-2,highest poverty,FL,2011-03-29,25.0
Supplies,Grades 3-5,highest poverty,SC,2007-11-12,100.0
Other,Grades 3-5,highest poverty,TX,2013-08-17,420.71
Technology,Grades 9-12,highest poverty,MA,2010-05-28,5.0
Supplies,Grades 3-5,highest poverty,OK,2008-10-08,215.49
Technology,Grades 3-5,highest poverty,MN,2010-11-19,25.0
Supplies,Grades 6-8,highest poverty,NC,2013-07-25,20.0
Technology,Grades PreK-2,highest poverty,OK,2011-07-27,25.0
Technology,Grades 6-8,highest poverty,MA,2011-01-15,25.0
Supplies,Grades 3-5,moderate poverty,CA,2013-02-14,961.58
Supplies,Grades PreK-2,high poverty,MI,2013-08-11,50.0
Technology,Grades 9-12,high poverty,MO,2010-08-22,5.0
Technology,Grades PreK-2,high poverty,CA,2010-08-15,697.93
Books,Grades 9-12,highest poverty,CA,2007-03-17,38.24
Technology,Grades 6-8,highest poverty,HI,2009-08-10,50.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-30,265.41
Technology,Grades 9-12,highest poverty,IN,2013-11-08,224.12
Other,Grades PreK-2,highest poverty,CA,2011-12-18,5.0
Technology,Grades 3-5,high poverty,NV,2012-10-04,233.0
Technology,Grades PreK-2,highest poverty,NC,2010-04-24,10.0
Supplies,Grades PreK-2,highest poverty,CA,2006-07-21,437.32
Other,Grades PreK-2,highest poverty,WA,2011-11-05,10.0
Other,Grades PreK-2,moderate poverty,VA,2011-11-27,50.0
Books,Grades 6-8,moderate poverty,MI,2013-12-15,100.0
Books,Grades 9-12,highest poverty,CA,2011-03-18,10.0
Other,Grades 9-12,moderate poverty,CA,2010-05-22,25.0
Technology,Grades PreK-2,moderate poverty,FL,2011-03-29,20.0
Technology,Grades PreK-2,high poverty,MA,2013-12-08,25.0
Other,Grades 6-8,highest poverty,IL,2011-03-17,3.0
Technology,Grades 3-5,highest poverty,MD,2010-12-14,10.0
Trips,Grades 9-12,low poverty,NY,2005-09-20,300.0
Technology,Grades PreK-2,high poverty,SC,2011-12-10,25.0
Supplies,Grades PreK-2,highest poverty,TX,2011-11-25,10.0
Supplies,Grades 3-5,high poverty,MA,2009-02-17,100.0
Other,Grades 3-5,highest poverty,SC,2013-10-12,50.0
Other,Grades PreK-2,moderate poverty,PA,2010-03-31,155.1
Other,Grades 3-5,highest poverty,NC,2011-02-05,25.0
Supplies,Grades 3-5,moderate poverty,IN,2013-01-24,50.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-29,10.0
Books,Grades 6-8,highest poverty,CA,2010-09-16,2.0
Supplies,Grades 9-12,highest poverty,KY,2009-10-28,10.0
Supplies,Grades PreK-2,high poverty,CA,2012-01-30,10.0
Technology,Grades 3-5,moderate poverty,CO,2013-05-09,50.0
Supplies,Grades PreK-2,highest poverty,NY,2011-06-30,530.95
Books,Grades 9-12,highest poverty,MA,2008-04-20,150.0
Other,Grades 9-12,highest poverty,IL,2013-10-12,10.0
Technology,Grades 3-5,highest poverty,CA,2012-01-20,10.0
Books,Grades 3-5,moderate poverty,TX,2013-02-24,20.0
Other,Grades 3-5,highest poverty,NY,2010-10-20,75.0
Supplies,Grades PreK-2,highest poverty,NM,2010-05-10,1.0
Books,Grades PreK-2,highest poverty,IL,2013-11-02,100.0
Supplies,Grades 3-5,highest poverty,NC,2004-10-03,50.0
Supplies,Grades 6-8,moderate poverty,CA,2010-12-13,5.0
Technology,Grades 3-5,highest poverty,CA,2012-11-17,98.89
Books,Grades PreK-2,high poverty,MI,2012-08-07,5.0
Technology,Grades 9-12,highest poverty,NC,2013-11-16,100.0
Supplies,Grades 6-8,highest poverty,MO,2009-12-10,30.0
Books,Grades PreK-2,highest poverty,IL,2012-07-28,10.0
Technology,Grades 6-8,moderate poverty,VA,2013-11-17,100.0
Books,Grades 9-12,highest poverty,CA,2009-06-28,74.38
Supplies,Grades 9-12,highest poverty,LA,2011-05-04,255.14
Supplies,Grades 3-5,high poverty,NY,2010-09-23,3.0
Technology,Grades PreK-2,high poverty,GA,2012-10-05,2.0
Other,Grades 3-5,highest poverty,IN,2012-07-18,10.0
Technology,Grades 3-5,highest poverty,NV,2012-09-01,35.0
Supplies,Grades 3-5,highest poverty,CA,2011-01-24,1.0
Technology,Grades 9-12,high poverty,WI,2013-11-30,5.0
Books,Grades PreK-2,highest poverty,IL,2012-08-27,25.0
Technology,Grades 9-12,low poverty,CA,2012-09-15,50.0
Books,Grades 6-8,moderate poverty,CO,2008-09-15,25.0
Supplies,Grades 6-8,highest poverty,WI,2012-12-15,150.0
Supplies,Grades PreK-2,high poverty,CA,2012-01-22,10.0
Technology,Grades 9-12,high poverty,GA,2011-03-28,100.0
Supplies,Grades 3-5,highest poverty,FL,2011-02-02,25.0
Technology,Grades PreK-2,high poverty,FL,2013-10-12,50.0
Supplies,Grades 6-8,high poverty,PA,2009-05-11,190.51
Technology,Grades 9-12,high poverty,TX,2013-10-27,131.21
Supplies,Grades 9-12,highest poverty,NY,2012-08-17,25.0
Technology,Grades 6-8,moderate poverty,VA,2013-06-26,25.0
Books,Grades 3-5,moderate poverty,TX,2013-02-24,200.0
Technology,Grades 3-5,high poverty,CA,2007-12-03,100.0
Books,Grades 3-5,moderate poverty,MA,2010-12-19,15.0
Supplies,Grades PreK-2,high poverty,MS,2013-04-16,50.0
Other,Grades 3-5,moderate poverty,FL,2011-04-06,10.0
Supplies,Grades PreK-2,highest poverty,GA,2012-12-20,25.0
Books,Grades 3-5,highest poverty,TN,2011-07-31,10.0
Supplies,Grades PreK-2,high poverty,IN,2011-03-08,20.0
Books,Grades 9-12,highest poverty,MI,2010-10-27,5.0
Technology,Grades 9-12,highest poverty,MA,2007-12-04,55.0
Other,Grades 9-12,highest poverty,CA,2011-11-01,50.0
Technology,Grades 9-12,highest poverty,CA,2011-11-21,15.0
Supplies,Grades PreK-2,high poverty,NJ,2012-08-11,25.0
Technology,Grades 3-5,moderate poverty,NC,2011-12-10,50.0
Technology,Grades PreK-2,highest poverty,CA,2013-11-22,100.0
Supplies,Grades 3-5,highest poverty,MO,2013-08-06,25.0
Books,Grades PreK-2,highest poverty,TX,2012-02-25,54.0
Supplies,Grades 3-5,moderate poverty,UT,2007-09-28,50.0
Books,Grades 3-5,high poverty,CA,2011-12-08,15.0
Other,Grades 9-12,highest poverty,OH,2013-09-08,50.0
Books,Grades 3-5,highest poverty,FL,2011-12-29,40.0
Supplies,Grades 3-5,highest poverty,CA,2012-11-18,132.19
Books,Grades PreK-2,highest poverty,FL,2011-12-20,25.0
Supplies,Grades PreK-2,high poverty,TX,2008-08-16,140.85
Technology,Grades 3-5,highest poverty,CA,2012-01-09,15.0
Books,Grades 6-8,high poverty,VA,2011-03-13,25.0
Technology,Grades 6-8,moderate poverty,MI,2013-09-03,20.0
Books,Grades 6-8,high poverty,CA,2010-07-29,25.0
Technology,Grades 9-12,highest poverty,CA,2013-09-03,244.81
Technology,Grades PreK-2,moderate poverty,FL,2011-01-17,10.0
Supplies,Grades 9-12,highest poverty,TX,2012-10-23,25.0
Supplies,Grades 3-5,highest poverty,NY,2010-09-26,10.0
Other,Grades PreK-2,highest poverty,TX,2013-02-10,5.0
Supplies,Grades PreK-2,highest poverty,FL,2013-09-27,10.0
Technology,Grades PreK-2,high poverty,CA,2012-01-14,25.0
Technology,Grades PreK-2,highest poverty,CA,2009-10-26,200.0
Technology,Grades 3-5,moderate poverty,DC,2013-05-04,500.0
Books,Grades PreK-2,high poverty,ME,2012-10-06,25.0
Books,Grades 9-12,highest poverty,OK,2009-10-02,319.95
Technology,Grades 9-12,highest poverty,AL,2013-11-02,100.0
Books,Grades 3-5,highest poverty,TX,2010-08-23,200.0
Other,Grades PreK-2,high poverty,CA,2013-09-03,15.0
Books,Grades 6-8,highest poverty,NY,2013-08-21,10.0
Supplies,Grades 6-8,moderate poverty,UT,2007-09-23,50.0
Technology,Grades 3-5,highest poverty,IL,2012-11-11,20.0
Supplies,Grades PreK-2,highest poverty,MN,2011-02-20,69.77
Supplies,Grades 3-5,highest poverty,NY,2013-07-08,72.88
Books,Grades 6-8,highest poverty,CA,2012-12-07,25.0
Technology,Grades PreK-2,high poverty,CA,2013-09-04,100.0
Other,Grades 6-8,high poverty,PA,2013-08-20,1.0
Technology,Grades PreK-2,moderate poverty,IL,2013-09-17,20.0
Books,Grades 3-5,high poverty,CO,2011-09-15,250.89
Other,Grades PreK-2,highest poverty,WI,2010-04-19,16.55
Technology,Grades 6-8,highest poverty,CA,2008-03-16,100.0
Books,Grades 3-5,highest poverty,AZ,2013-11-12,25.0
Supplies,Grades 9-12,highest poverty,HI,2012-01-07,25.0
Technology,Grades 6-8,highest poverty,WI,2010-10-08,198.85
Other,Grades PreK-2,high poverty,CA,2013-03-08,1.0
Other,Grades PreK-2,high poverty,NC,2013-07-18,25.0
Supplies,Grades 9-12,highest poverty,IL,2012-11-18,10.0
Technology,Grades 3-5,highest poverty,TX,2011-10-06,50.0
Visitors,Grades PreK-2,highest poverty,NC,2005-02-24,276.02
Supplies,Grades PreK-2,high poverty,CA,2013-05-25,1.0
Other,Grades 3-5,highest poverty,OK,2010-08-26,15.0
Books,Grades 3-5,highest poverty,DC,2013-08-17,50.0
Technology,Grades 3-5,high poverty,CA,2013-09-08,10.0
Books,Grades 3-5,highest poverty,MD,2010-10-04,15.0
Books,Grades 3-5,highest poverty,CA,2011-12-08,212.35
Technology,Grades 9-12,highest poverty,DC,2010-10-30,15.0
Books,Grades 9-12,highest poverty,TN,2012-01-03,10.0
Supplies,Grades 3-5,highest poverty,NC,2007-02-17,51.18
Other,Grades 6-8,moderate poverty,RI,2013-09-22,50.0
Supplies,Grades PreK-2,highest poverty,IN,2011-05-01,10.0
Supplies,Grades 3-5,moderate poverty,OR,2010-04-19,10.0
Supplies,Grades 6-8,highest poverty,TX,2012-08-22,20.0
Supplies,Grades 9-12,highest poverty,NJ,2010-10-27,25.0
Technology,Grades PreK-2,highest poverty,TX,2010-08-09,15.0
Supplies,Grades 6-8,high poverty,IL,2011-11-20,25.0
Technology,Grades PreK-2,highest poverty,AZ,2011-04-15,10.0
Books,Grades PreK-2,moderate poverty,IL,2007-10-22,50.0
Technology,Grades 9-12,high poverty,CA,2011-07-18,15.0
Technology,Grades 3-5,high poverty,WA,2013-10-03,10.0
Technology,Grades PreK-2,highest poverty,CA,2012-02-04,20.0
Technology,Grades 3-5,moderate poverty,CA,2011-12-13,10.0
Books,Grades PreK-2,high poverty,NC,2010-02-10,10.0
Technology,Grades PreK-2,moderate poverty,IN,2011-01-30,22.24
Books,Grades 6-8,moderate poverty,OR,2009-11-06,5.0
Supplies,Grades 6-8,moderate poverty,WA,2011-09-18,10.0
Books,Grades 3-5,highest poverty,FL,2013-05-26,3.0
Books,Grades 3-5,moderate poverty,NC,2013-09-01,90.0
Supplies,Grades 3-5,highest poverty,CA,2013-01-25,1.0
Supplies,Grades 3-5,highest poverty,CA,2009-05-03,343.9
Supplies,Grades 9-12,highest poverty,PA,2009-04-07,2.44
Other,Grades PreK-2,high poverty,OK,2012-08-15,25.0
Other,Grades PreK-2,highest poverty,OK,2009-05-12,431.76
Supplies,Grades 3-5,highest poverty,NY,2011-09-03,30.0
Supplies,Grades PreK-2,highest poverty,CA,2012-06-23,152.0
Books,Grades 9-12,highest poverty,IN,2009-06-11,100.0
Technology,Grades 9-12,highest poverty,NJ,2010-09-23,15.0
Books,Grades PreK-2,highest poverty,NE,2012-08-04,20.0
Supplies,Grades 3-5,highest poverty,AL,2010-03-30,50.0
Technology,Grades PreK-2,moderate poverty,CA,2012-01-30,10.0
Technology,Grades 9-12,high poverty,NC,2009-05-10,100.0
Books,Grades PreK-2,highest poverty,OR,2013-12-30,50.0
Supplies,Grades 3-5,highest poverty,CA,2011-07-17,75.0
Other,Grades 3-5,highest poverty,AZ,2012-02-19,25.0
Technology,Grades 6-8,highest poverty,FL,2009-12-17,15.0
Other,Grades 3-5,moderate poverty,TX,2012-10-08,25.0
Technology,Grades PreK-2,highest poverty,WA,2010-10-25,10.0
Technology,Grades PreK-2,highest poverty,OR,2011-01-23,30.0
Books,Grades 6-8,high poverty,NC,2013-10-12,10.0
Technology,Grades 3-5,highest poverty,CT,2010-12-28,1.0
Supplies,Grades 3-5,highest poverty,LA,2012-09-02,20.0
Technology,Grades 3-5,high poverty,CA,2012-03-05,100.0
Supplies,Grades PreK-2,moderate poverty,ND,2010-04-24,15.0
Supplies,Grades 9-12,highest poverty,CA,2010-09-26,154.37
Other,Grades PreK-2,highest poverty,MD,2013-10-15,100.0
Supplies,Grades 3-5,moderate poverty,NJ,2013-07-13,10.0
Other,Grades 3-5,moderate poverty,SC,2009-05-24,5.0
Books,Grades 3-5,highest poverty,CA,2011-07-09,153.43
Technology,Grades 3-5,low poverty,CT,2013-10-05,298.91
Other,Grades PreK-2,highest poverty,TX,2013-05-19,50.0
Technology,Grades 3-5,high poverty,CA,2009-11-29,28.0
Technology,Grades PreK-2,highest poverty,NY,2012-01-27,25.0
Technology,Grades 6-8,high poverty,CO,2007-10-28,100.0
Technology,Grades 3-5,moderate poverty,CT,2013-02-14,968.86
Technology,Grades PreK-2,highest poverty,FL,2010-10-04,5.0
Technology,Grades PreK-2,highest poverty,DC,2010-08-22,50.0
Supplies,Grades 9-12,highest poverty,CA,2012-03-22,20.0
Trips,Grades 9-12,high poverty,CA,2006-02-06,278.51
Technology,Grades 3-5,moderate poverty,DE,2012-11-19,50.0
Supplies,Grades PreK-2,moderate poverty,WI,2010-12-17,44.32
Supplies,Grades PreK-2,highest poverty,PA,2012-10-28,50.0
Other,Grades 3-5,highest poverty,PA,2013-03-17,5.0
Supplies,Grades 3-5,moderate poverty,FL,2011-04-04,30.0
Technology,Grades PreK-2,highest poverty,CA,2008-09-02,10.0
Supplies,Grades 9-12,highest poverty,TX,2013-08-31,10.0
Other,Grades PreK-2,moderate poverty,FL,2012-10-07,10.0
Technology,Grades PreK-2,highest poverty,CA,2011-12-28,15.0
Technology,Grades PreK-2,highest poverty,SC,2013-03-11,1.0
